,Code,Name,Country,Exchange,Currency,Type,Isin
310,ABMIX,AMG MANAGERS FAIRPOINTE MID CAP FUND CLASS I SHARES,USA,NMFQS,USD,FUND,US00171A7202
311,ABML,American Battery Metals Corporation,USA,OTCQB,USD,Common Stock,US02451V1017
312,ABMRF,ABN AMRO Bank N.V,USA,PINK,USD,Common Stock,
313,ABMT,Advanced Biomedical Technologies Inc,USA,PINK,USD,Common Stock,US00752M1018
314,ABNAF,Aben Resources Ltd,USA,OTCQB,USD,Common Stock,CA00289T3064
315,ABNAX,AB BOND INFLATION STRATEGY CLASS A,USA,NMFQS,USD,FUND,
316,ABNB,Airbnb Inc,USA,NASDAQ,USD,Common Stock,US0090661010
317,ABNCX,AB BOND INFLATION STRATEGY CLASS C,USA,NMFQS,USD,FUND,
318,ABNDX,BOND FUND OF AMERICA CLASS A,USA,NMFQS,USD,FUND,US0978731034
319,ABNFX,BOND FUND OF AMERICA CLASS F-2,USA,NMFQS,USD,FUND,US0978738229
320,ABNIX,Aberdeen Global Small Cap Fund Insti Cls,USA,NMFQS,USD,FUND,
321,ABNKX,AB BOND INFLATION STRATEGY CLASS K,USA,NMFQS,USD,FUND,
322,ABNOX,AB BOND INFLATION STRATEGY CLASS 1,USA,NMFQS,USD,FUND,US0185285139
323,ABNRX,AB BOND INFLATION STRATEGY CLASS R,USA,NMFQS,USD,FUND,
324,ABNTX,AB BOND INFLATION STRATEGY CLASS 2,USA,NMFQS,USD,FUND,
325,ABNYX,AB BOND INFLATION STRATEGY ADVISOR CLASS,USA,NMFQS,USD,FUND,
326,ABNZX,AB BOND INFLATION STRATEGY CLASS Z,USA,NMFQS,USD,FUND,
327,ABOIF,Aboitiz Equity Ventures Inc,USA,PINK,USD,Common Stock,
328,ABOS,Acumen Pharmaceuticals Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US00509G2093
329,ABPAX,AB CONSERVATIVE WEALTH STRATEGY CLASS A,USA,NMFQS,USD,FUND,US01877F6170
330,ABPCX,AB CONSERVATIVE WEALTH STRATEGY CLASS C,USA,NMFQS,USD,FUND,
331,ABPR,Airborne Security & Protective Services Inc,USA,PINK,USD,Common Stock,US00927Q1022
332,ABPRX,AB LARGE CAP GROWTH FUND INC CLASS R,USA,NMFQS,USD,FUND,
333,ABPYX,AB CONSERVATIVE WEALTH STRATEGY ADVISOR CLASS,USA,NMFQS,USD,FUND,
334,ABPZX,ABPZX,USA,NMFQS,USD,Mutual Fund,
335,ABQCX,AB INTERMEDIATE BOND PORTFOLIO CLASS C,USA,NMFQS,USD,FUND,
336,ABQIX,AB INTERMEDIATE BOND PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
337,ABQKX,AB INTERMEDIATE BOND PORTFOLIO CLASS K,USA,NMFQS,USD,FUND,
338,ABQQ,AB International Group Corp,USA,OTCQB,USD,Common Stock,US00083U2024
339,ABQRX,AB INTERMEDIATE BOND PORTFOLIO CLASS R,USA,NMFQS,USD,FUND,
340,ABQUX,AB INTERMEDIATE BOND PORTFOLIO CLASS A,USA,NMFQS,USD,FUND,US0185287119
341,ABQYX,AB INTERMEDIATE BOND PORTFOLIO ADVISOR CLASS,USA,NMFQS,USD,FUND,
342,ABQZX,AB INTERMEDIATE BOND PORTFOLIO CLASS Z,USA,NMFQS,USD,FUND,
343,ABR,Arbor Realty Trust Inc,USA,NYSE,USD,Common Stock,US0389231087
344,ABR-PD,Arbor Realty Trust Inc.,USA,NYSE,USD,Common Stock,
345,ABR-PE,Arbor Realty Trust Inc.,USA,NASDAQ,USD,Common Stock,
346,ABR-PF,Arbor Realty Trust Inc.,USA,NASDAQ,USD,Common Stock,
347,ABRCX,INVESCO BALANCED-RISK ALLOCATION FUND CLASS C,USA,NMFQS,USD,FUND,US00141V7212
348,ABREX,AB EMERGING MARKETS MULTI-ASSET PORTFOLIO CLASS R,USA,NMFQS,USD,FUND,
349,ABRFX,AMERICAFIRST TACTICAL ALPHA FUND AMERICAFIRST TACTICAL ALPHA FUND CLASS A,USA,NMFQS,USD,FUND,
350,ABRIX,INVESCO BALANCED-RISK ALLOCATION FUND CLASS R5,USA,NMFQS,USD,FUND,US00141V6891
351,ABRJX,ABR Enhanced Short Volatility Fund - Investor Shares,USA,NMFQS,USD,FUND,
352,ABRMF,Arbor Metals Corp,USA,PINK,USD,Common Stock,
353,ABRRX,INVESCO BALANCED-RISK ALLOCATION FUND CLASS R,USA,NMFQS,USD,FUND,
354,ABRSX,ABR Enhanced Short Volatility Fund - Institutional,USA,NMFQS,USD,FUND,
355,ABRTX,ABR Dynamic Blend Equity & Volatly InveU,USA,NMFQS,USD,FUND,
356,ABRUF,American Pacific Borates Limited,USA,PINK,USD,Common Stock,
357,ABRUX,AMERICAFIRST TACTICAL ALPHA FUND AMERICAFIRST TACTICAL ALPHA FUND CLASS U,USA,NMFQS,USD,FUND,
358,ABRVX,ABR Dynamic Blend Equity & Volatly InstU,USA,NMFQS,USD,FUND,
359,ABRWX,AMERICAFIRST TACTICAL ALPHA FUND AMERICAFIRST TACTICAL ALPHA FUND CLASS I,USA,NMFQS,USD,FUND,
360,ABRYX,INVESCO BALANCED-RISK ALLOCATION FUND CLASS Y,USA,NMFQS,USD,FUND,US00141V6974
361,ABRZX,INVESCO BALANCED-RISK ALLOCATION FUND CLASS A,USA,NMFQS,USD,FUND,US00141V7477
362,ABSAX,AMERICAN BEACON SMALL CAP VALUE FUND A CLASS,USA,NMFQS,USD,FUND,
363,ABSCF,AB Science S.A,USA,PINK,USD,Common Stock,
364,ABSI,Absci Corporation Common Stock,USA,NASDAQ,USD,Common Stock,US00091E1091
365,ABSIX,AB DISCOVERY VALUE FUND CLASS I,USA,NMFQS,USD,FUND,US0189147053
366,ABSKX,AB DISCOVERY VALUE FUND CLASS K,USA,NMFQS,USD,FUND,
367,ABSRX,AB DISCOVERY VALUE FUND CLASS R,USA,NMFQS,USD,FUND,US0189145073
368,ABSSF,AirBoss of America Corp,USA,OTCQX,USD,Common Stock,
369,ABST,Absolute Software Corporation,USA,NASDAQ,USD,Common Stock,CA00386B1094
370,ABSYX,AMERICAN BEACON SMALL CAP VALUE FUND Y CLASS,USA,NMFQS,USD,FUND,US02368A1824
371,ABSZX,AB DISCOVERY VALUE FUND CLASS Z,USA,NMFQS,USD,FUND,US0189148044
372,ABT,Abbott Laboratories,USA,NYSE,USD,Common Stock,US0028241000
373,ABTAX,GOVERNMENT BOND FUND A CLASS,USA,NMFQS,USD,FUND,US0250818608
374,ABTCX,GOVERNMENT BOND FUND C CLASS,USA,NMFQS,USD,FUND,
375,ABTFX,AB HIGH INCOME MUNICIPAL PORTFOLIO CLASS C,USA,NMFQS,USD,FUND,US0186427367
376,ABTHX,AB HIGH INCOME MUNICIPAL PORTFOLIO CLASS A,USA,NMFQS,USD,FUND,US0186427516
377,ABTI,Alterola Biotech Inc,USA,PINK,USD,Common Stock,
378,ABTIX,GOVERNMENT BOND FUND R5 CLASS,USA,NMFQS,USD,FUND,US0250817535
379,ABTO,AB&T Financial Corp,USA,PINK,USD,Common Stock,
380,ABTRX,GOVERNMENT BOND FUND R CLASS,USA,NMFQS,USD,FUND,
381,ABTX,Allegiance Bancshares Inc,USA,NASDAQ,USD,Common Stock,US01748H1077
382,ABTYX,AB HIGH INCOME MUNICIPAL PORTFOLIO ADVISOR CLASS,USA,NMFQS,USD,FUND,US0186427441
383,ABTZX,AB Bond Fund Inc,USA,NMFQS,USD,FUND,
384,ABTZY,Aboitiz Equity Ventures Inc,USA,PINK,USD,Common Stock,US0037253061
385,ABUAX,COLUMBIA CAPITAL ALLOCATION MODERATE PORTFOLIO COLUMBIA CAPITAL ALLOCATION MODERATE PORTFOLIO CLASS A,USA,NMFQS,USD,FUND,US19766G3487
386,ABUS,Arbutus Biopharma Corporation,USA,NASDAQ,USD,Common Stock,CA03879J1003
387,ABVAX,AB VALUE FUND CLASS A,USA,NMFQS,USD,FUND,
388,ABVC,ABVC Biopharma Inc. Common Stock,USA,NASDAQ,USD,Common Stock,US00091F1066
389,ABVCX,AB VALUE FUND CLASS C,USA,NMFQS,USD,FUND,
390,ABVG,Affinity Beverage Group Inc,USA,OTCCE,USD,Common Stock,US00831F1012
391,ABVIX,AB Value Fund Class I,USA,NMFQS,USD,FUND,
392,ABVKX,AB VALUE FUND CLASS K,USA,NMFQS,USD,FUND,
393,ABVN,ABV Consulting Inc,USA,PINK,USD,Common Stock,US00083Q1022
394,ABVRX,AB VALUE FUND CLASS R,USA,NMFQS,USD,FUND,
395,ABVYX,AB VALUE FUND ADVISOR CLASS,USA,NMFQS,USD,FUND,US0189154059
396,ABWAX,AB ALL MARKET TOTAL RETURN PORTFOLIO CLASS A,USA,NMFQS,USD,FUND,US01877F6584
397,ABWCX,AB ALL MARKET TOTAL RETURN PORTFOLIO CLASS C,USA,NMFQS,USD,FUND,US01877F6337
398,ABWIX,AB ALL MARKET TOTAL RETURN PORTFOLIO CLASS I,USA,NMFQS,USD,FUND,
399,ABWKX,AB ALL MARKET TOTAL RETURN PORTFOLIO CLASS K,USA,NMFQS,USD,FUND,
400,ABWN,Airborne Wireless Network,USA,PINK,USD,Common Stock,US00928L3006
401,ABWRX,AB ALL MARKET TOTAL RETURN PORTFOLIO CLASS R,USA,NMFQS,USD,FUND,
402,ABWYX,AB ALL MARKET TOTAL RETURN PORTFOLIO ADVISOR CLASS,USA,NMFQS,USD,FUND,US01877F6253
403,ABXXF,Abaxx Technologies Inc,USA,OTCQX,USD,Common Stock,CA00258V1004
404,ABYAX,ABBEY CAPITAL FUTURES STRATEGY FUND CLASS A SHARES,USA,NMFQS,USD,FUND,
405,ABYCX,ABBEY CAPITAL FUTURES STRATEGY FUND CLASS C SHARES,USA,NMFQS,USD,FUND,
406,ABYEX,AB EMERGING MARKETS MULTI-ASSET PORTFOLIO ADVISOR CLASS,USA,NMFQS,USD,FUND,
407,ABYIX,ABBEY CAPITAL FUTURES STRATEGY FUND CLASS I SHARES,USA,NMFQS,USD,FUND,US74925K3674
408,ABYSX,AB DISCOVERY VALUE FUND ADVISOR CLASS,USA,NMFQS,USD,FUND,US0189144084
409,ABZEX,AB EMERGING MARKETS MULTI-ASSET PORTFOLIO CLASS Z,USA,NMFQS,USD,FUND,
410,ABZPF,Aboitiz Power Corporation,USA,PINK,USD,Common Stock,
411,ABZPY,Aboitiz Power Corporation,USA,PINK,USD,Common Stock,US0037301084
412,ABZXX,ABZXX,USA,NMFQS,USD,FUND,
413,AC,Associated Capital Group Inc,USA,NYSE,USD,Common Stock,US0455281065
414,ACA,Arcosa Inc,USA,NYSE,USD,Common Stock,US0396531008
415,ACAAX,ALGER CAPITAL APPRECIATION FUND ALGER CAPITAL APPRECIATION FUND CLASS A,USA,NMFQS,USD,FUND,US0155658497
416,ACAB,Atlantic Coastal Acquisition Corp. II Class A Common Stock,USA,NASDAQ,USD,Common Stock,
417,ACABU,Atlantic Coastal Acquisition Corp. II Unit,USA,NASDAQ,USD,Common Stock,
418,ACABW,Atlantic Coastal Acquisition Corp. II Warrant,USA,NASDAQ,USD,Common Stock,
419,ACACX,AB CALIFORNIA PORTFOLIO CLASS C,USA,NMFQS,USD,FUND,US0186428506
420,ACAD,ACADIA Pharmaceuticals Inc,USA,NASDAQ,USD,Common Stock,US0042251084
421,ACAH,Atlantic Coastal Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0484531043
422,ACAHU,Atlantic Coastal Acquisition Corp,USA,NASDAQ,USD,Common Stock,US0484532033
423,ACAHW,Atlantic Coastal Acquisition Corp,USA,NASDAQ,USD,Common Stock,
424,ACAI,Safeplus International Holdings Limited,USA,PINK,USD,Common Stock,US78646R1068
425,ACAN,AmeriCann Inc,USA,OTCQB,USD,Common Stock,US0305881072
426,ACAQ,Athena Consumer Acquisition Corp.,USA,NYSE,USD,Common Stock,
427,ACAQ-UN,Athena Consumer Acquisition Corp.,USA,NASDAQ,USD,Common Stock,
428,ACARX,ALGER CAPITAL APPRECIATION INSTITUTIONAL FUND ALGER CAPITAL APPRECIATION INSTITUTIONAL FUND CLASS R,USA,NMFQS,USD,FUND,US0155708722
429,ACASX,ACCESS CAPITAL COMMUNITY INVESTMENT FUND CLASS A,USA,NMFQS,USD,FUND,
430,ACATX,ALGER CAPITAL APPRECIATION FUND CLASS T,USA,NMFQS,USD,FUND,
431,ACAVF,ACE Aviation Holdings Inc,USA,OTCGREY,USD,Common Stock,CA00440P4096
432,ACAX,Alset Capital Acquisition Corp,USA,NASDAQ,USD,Common Stock,
433,ACAXR,Alset Capital Acquisition Corp,USA,NASDAQ,USD,Common Stock,
434,ACAXU,Alset Capital Acquisition Corp. Unit,USA,NASDAQ,USD,Common Stock,
435,ACAXW,Alset Capital Acquisition Corp,USA,NASDAQ,USD,Common Stock,
436,ACAXX,ACAXX,USA,NMFQS,USD,FUND,
437,ACAYX,ALGER CAPITAL APPRECIATION INSTITUTIONAL FUND CLASS Y,USA,NMFQS,USD,FUND,
438,ACAZF,Acadian Timber Corp,USA,PINK,USD,Common Stock,CA0042721005
439,ACAZX,ALGER CAPITAL APPRECIATION FUND ALGER CAPITAL APPRECIATION FUND CLASS Z,USA,NMFQS,USD,FUND,US0155654199
440,ACB,Aurora Cannabis Inc,USA,NASDAQ,USD,Common Stock,CA05156X8843
441,ACBA,Ace Global Business Acquisition Limited,USA,NASDAQ,USD,Common Stock,
442,ACBAU,Ace Global Business Acquisition Limited,USA,NASDAQ,USD,Common Stock,VGG0083E1280
443,ACBAW,Ace Global Business Acquisition Limited,USA,NASDAQ,USD,Common Stock,
444,ACBCQ,Albina Community Bancorp,USA,PINK,USD,Common Stock,
445,ACBD,Annabidiol Corp,USA,PINK,USD,Common Stock,
446,ACBI,Atlantic Capital Bancshares Inc,USA,NASDAQ,USD,Common Stock,US0482692037
447,ACBM,Acro Biomedical Co. Ltd,USA,OTCQB,USD,Common Stock,US0048921052
448,ACBPX,DIVERSIFIED BOND FUND I CLASS,USA,NMFQS,USD,FUND,US0249326002
449,ACBYX,AMERICAN BEACON BALANCED FUND Y CLASS,USA,NMFQS,USD,FUND,
450,ACC,American Campus Communities Inc,USA,NYSE,USD,Common Stock,US0248351001
451,ACCA,Acacia Diversified Holdings Inc,USA,PINK,USD,Common Stock,US00389L1044
452,ACCAX,STRATEGIC ALLOCATION: CONSERVATIVE FUND A CLASS,USA,NMFQS,USD,FUND,US0250853092
453,ACCBX,INVESCO CORPORATE BOND FUND CLASS A,USA,NMFQS,USD,FUND,US0014218582
454,ACCD,Accolade Inc,USA,NASDAQ,USD,Common Stock,US00437E1029
455,ACCEX,INVESCO CORPORATE BOND FUND CLASS C,USA,NMFQS,USD,FUND,US0014218335
456,ACCFF,Accord Financial Corp,USA,PINK,USD,Common Stock,
457,ACCHX,INVESCO CORPORATE BOND FUND CLASS Y,USA,NMFQS,USD,FUND,US0014218251
458,ACCIX,STRATEGIC ALLOCATION: CONSERVATIVE FUND I CLASS,USA,NMFQS,USD,FUND,
459,ACCKX,CORE PLUS FUND C CLASS,USA,NMFQS,USD,FUND,
460,ACCLX,MID CAP VALUE FUND C CLASS,USA,NMFQS,USD,FUND,US0250765148
461,ACCMF,AAC Clyde Space AB (publ),USA,OTCQX,USD,Common Stock,SE0009268154
462,ACCNX,CORE PLUS FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US0249324932
463,ACCO,ACCO Brands Corporation,USA,NYSE,USD,Common Stock,US00081T1088
464,ACCOX,INTERNATIONAL VALUE FUND C CLASS,USA,NMFQS,USD,FUND,
465,ACCPX,CORE PLUS FUND R CLASS,USA,NMFQS,USD,FUND,
466,ACCQX,CORE PLUS FUND A CLASS,USA,NMFQS,USD,FUND,
467,ACCR,Access-Power & Co. Inc,USA,PINK,USD,Common Stock,US00431N1081
468,ACCSX,ACCESS CAPITAL COMMUNITY INVESTMENT FUND CLASS I,USA,NMFQS,USD,FUND,US74926P7612
469,ACCTX,CORE PLUS FUND I CLASS,USA,NMFQS,USD,FUND,
470,ACCUX,CORE PLUS FUND R5 CLASS,USA,NMFQS,USD,FUND,
471,ACCWX,INVESCO CORPORATE BOND FUND CLASS R5,USA,NMFQS,USD,FUND,
472,ACCYX,ACCYX,USA,NMFQS,USD,FUND,
473,ACCYY,Accor SA,USA,PINK,USD,Common Stock,US00435F3091
474,ACCZX,INVESCO CORPORATE BOND FUND CLASS R,USA,NMFQS,USD,FUND,
475,ACDI,Ascendant Digital Acquisition Corp. III,USA,NYSE,USD,Common Stock,
476,ACDSF,Ascendas Real Estate Investment Trust,USA,PINK,USD,Common Stock,
477,ACDVF,Air Canada,USA,OTCQX,USD,Common Stock,
478,ACEAX,ACEAX,USA,NMFQS,USD,FUND,
479,ACECX,EMERGING MARKETS FUND C CLASS,USA,NMFQS,USD,FUND,
480,ACEEU,Ace Ethanol LLC,USA,OTCGREY,USD,Common Stock,
481,ACEHF,PT Ace Hardware Indonesia Tbk,USA,OTCGREY,USD,Common Stock,
482,ACEHX,Invesco Exchange Fund Shs,USA,NMFQS,USD,FUND,
483,ACEIX,INVESCO EQUITY AND INCOME FUND CLASS A,USA,NMFQS,USD,FUND,US00142J4792
484,ACEJF,ACEA S.p.A,USA,OTCGREY,USD,Common Stock,
485,ACEKX,INVESCO EQUITY AND INCOME FUND CLASS R5,USA,NMFQS,USD,FUND,US00142J4388
486,ACEL,Accel Entertainment Inc,USA,NYSE,USD,Common Stock,US00436Q1067
487,ACEMX,ALGER EMERGING MARKETS FUND ALGER EMERGING MARKETS FUND CLASS C,USA,NMFQS,USD,FUND,
488,ACER,Acer Therapeutics Inc,USA,NASDAQ,USD,Common Stock,US00444P1084
489,ACERX,INVESCO EQUITY AND INCOME FUND CLASS C,USA,NMFQS,USD,FUND,US00142J4537
490,ACES,ALPS Clean Energy ETF,USA,NYSE ARCA,USD,ETF,US00162Q4608
491,ACESX,INVESCO EQUITY AND INCOME FUND CLASS R,USA,NMFQS,USD,FUND,US00142J4206
492,ACET,Adicet Bio Inc,USA,NASDAQ,USD,Common Stock,US0070021086
493,ACETX,INVESCO EQUITY AND INCOME FUND CLASS Y,USA,NMFQS,USD,FUND,US00142J4461
494,ACEV,ACE Convergence Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG0083D1209
495,ACEVU,ACE Convergence Acquisition Corp,USA,NASDAQ,USD,Common Stock,KYG0083D1126
496,ACEVW,ACE Convergence Acquisition Corp,USA,NASDAQ,USD,Common Stock,
497,ACEVX,INTERNATIONAL VALUE FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
498,ACEYX,AMERICAN BEACON EMERGING MARKETS FUND Y CLASS,USA,NMFQS,USD,FUND,
499,ACEYY,Acer Incorporated,USA,PINK,USD,Common Stock,
500,ACFCX,FOCUSED DYNAMIC GROWTH FUND R CLASS,USA,NMFQS,USD,FUND,
501,ACFDX,FOCUSED DYNAMIC GROWTH FUND ADVISOR CLASS,USA,NMFQS,USD,FUND,
502,ACFFX,COLUMBIA ACORN INTERNATIONAL SELECT COLUMBIA ACORN INTERNATIONAL SELECT CLASS Z,USA,NMFQS,USD,FUND,US1971997630
503,ACFGX,ACFGX,USA,NMFQS,USD,FUND,
504,ACFIX,THE ARBITRAGE CREDIT OPPORTUNITIES FUND CLASS I,USA,NMFQS,USD,FUND,
505,ACFL,AMC Financial Holdings Inc,USA,PINK,USD,Common Stock,
506,ACFLX,ACFLX,USA,NMFQS,USD,Mutual Fund,
507,ACFN,Acorn Energy Inc,USA,OTCQB,USD,Common Stock,US0048481073
508,ACFNX,FOCUSED DYNAMIC GROWTH FUND R6 CLASS,USA,NMFQS,USD,FUND,
509,ACFOX,FOCUSED DYNAMIC GROWTH FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,
510,ACFSX,FOCUSED DYNAMIC GROWTH FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
511,ACGBF,Agricultural Bank of China Limited,USA,PINK,USD,Common Stock,CNE100000Q43
512,ACGBY,Agricultural Bank of China Limited,USA,PINK,USD,Common Stock,US00850M1027
513,ACGCX,INCOME & GROWTH FUND C CLASS,USA,NMFQS,USD,FUND,
514,ACGGX,GLOBAL GOLD FUND A CLASS,USA,NMFQS,USD,FUND,
515,ACGI,The Amacore Group Inc,USA,PINK,USD,Common Stock,
516,ACGIX,INVESCO GROWTH AND INCOME FUND CLASS A,USA,NMFQS,USD,FUND,US00142J3620
517,ACGKX,INVESCO GROWTH AND INCOME FUND CLASS C,USA,NMFQS,USD,FUND,US00142J3471
518,ACGL,Arch Capital Group Ltd,USA,NASDAQ,USD,Common Stock,BMG0450A1053
519,ACGLN,Arch Capital Group Ltd,USA,NASDAQ,USD,Preferred Stock,
520,ACGLO,Arch Capital Group Ltd,USA,NASDAQ,USD,Preferred Stock,US03939A1079
521,ACGLX,INVESCO GROWTH AND INCOME FUND CLASS R,USA,NMFQS,USD,FUND,US00142J3133
522,ACGMX,INVESCO GROWTH AND INCOME FUND CLASS Y,USA,NMFQS,USD,FUND,US00142J3398
523,ACGPF,Accell Group N.V,USA,PINK,USD,Common Stock,
524,ACGQX,INVESCO GROWTH AND INCOME FUND CLASS R5,USA,NMFQS,USD,FUND,US00142J3216
525,ACGX,Alliance Creative Group Inc,USA,PINK,USD,Common Stock,US01858T2069
526,ACGYF,Subsea 7 S.A,USA,PINK,USD,Common Stock,
527,ACGYX,AB INCOME FUND ADVISOR CLASS,USA,NMFQS,USD,FUND,US01881M4428
528,ACGZX,ACGZX,USA,NMFQS,USD,FUND,
529,ACH,Aluminum Corporation of China Limited,USA,NYSE,USD,Common Stock,US0222761092
530,ACHC,Acadia Healthcare Company Inc,USA,NASDAQ,USD,Common Stock,US00404A1097
531,ACHFF,Arch Biopartners Inc,USA,OTCQB,USD,Common Stock,
532,ACHKF,Achiko AG,USA,OTCQB,USD,Common Stock,
533,ACHL,Achilles Therapeutics plc,USA,NASDAQ,USD,Common Stock,US00449L1026
534,ACHMX,ACHMX,USA,NMFQS,USD,FUND,
535,ACHR,Archer Aviation Inc,USA,NYSE,USD,Common Stock,US03945R1023
536,ACHV,Achieve Life Sciences Inc,USA,NASDAQ,USD,Common Stock,US0044685008
537,ACI,Albertsons Companies Inc,USA,NYSE,USD,Common Stock,US0130911037
538,ACII,Atlas Crest Investment Corp II,USA,NYSE,USD,Common Stock,US0492871050
539,ACIIX,EQUITY INCOME FUND I CLASS,USA,NMFQS,USD,FUND,US0250762095
540,ACINX,COLUMBIA ACORN INTERNATIONAL COLUMBIA ACORN INTERNATIONAL CLASS Z,USA,NMFQS,USD,FUND,US1971998133
541,ACIO,Aptus Collared Income Opportunity ETF,USA,BATS,USD,ETF,US26922A2226
542,ACIOX,INTERNATIONAL OPPORTUNITIES FUND I CLASS,USA,NMFQS,USD,FUND,
543,ACIPX,ACIPX,USA,NMFQS,USD,Mutual Fund,
544,ACISX,AB CORPORATE INCOME SHARES AB CORPORATE INCOME SHARES,USA,NMFQS,USD,FUND,
545,ACITX,INFLATION-ADJUSTED BOND FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US0250817048
546,ACIU,AC Immune SA,USA,NASDAQ,USD,Common Stock,CH0329023102
547,ACIW,ACI Worldwide Inc,USA,NASDAQ,USD,Common Stock,US0044981019
548,ACIWX,ACIWX,USA,NMFQS,USD,Mutual Fund,
549,ACIZX,ALGER CAPITAL APPRECIATION INSTITUTIONAL FUND ALGER CAPITAL APPRECIATION INSTITUTIONAL FUND CLASS Z-2,USA,NMFQS,USD,FUND,US0155707575
550,ACKAY,Arçelik Anonim Sirketi,USA,PINK,USD,Common Stock,US03937X1090
551,ACKDF,Auckland International Airport Limited,USA,PINK,USD,Common Stock,
552,ACKIT,Ackrell SPAC Partners I Co,USA,NASDAQ,USD,Common Stock,US00461L3033
553,ACKIU,Ackrell SPAC Partners I Co,USA,NASDAQ,USD,Common Stock,US00461L2043
554,ACKIW,Ackrell SPAC Partners I Co,USA,NASDAQ,USD,Common Stock,
555,ACKIX,ALLIANZGI CORE PLUS BOND FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,
556,ACKPX,ALLIANZGI CORE PLUS BOND FUND CLASS P,USA,NMFQS,USD,FUND,
557,ACKRF,American Creek Resources Ltd,USA,PINK,USD,Common Stock,
558,ACLAX,MID CAP VALUE FUND A CLASS,USA,NMFQS,USD,FUND,US0250766393
559,ACLCX,VALUE FUND C CLASS,USA,NMFQS,USD,FUND,
560,ACLD,Acquire Ltd,USA,PINK,USD,Common Stock,
561,ACLDX,NT DIVERSIFIED BOND FUND G CLASS,USA,NMFQS,USD,FUND,US0249325509
562,ACLEX,NT EQUITY GROWTH FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US02507M6342
563,ACLHF,ACME Lithium Inc,USA,OTCQB,USD,Common Stock,
564,ACLKX,NT EMERGING MARKETS FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US0250865138
565,ACLLF,ATCO Ltd,USA,PINK,USD,Common Stock,
566,ACLLX,NT LARGE COMPANY VALUE FUND G CLASS,USA,NMFQS,USD,FUND,US0250765973
567,ACLMX,NT MID CAP VALUE FUND G CLASS,USA,NMFQS,USD,FUND,US0250765890
568,ACLNX,NT INTERNATIONAL GROWTH FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US0250865211
569,ACLS,Axcelis Technologies Inc,USA,NASDAQ,USD,Common Stock,US0545402085
570,ACLTF,ATCO Ltd,USA,PINK,USD,Common Stock,
571,ACLTX,NT GROWTH FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US02508H7411
572,ACLWX,NT HERITAGE FUND INSTITUTIONAL CLASS,USA,NMFQS,USD,FUND,US02508H7338
573,ACLX,Arcellx Inc. Common Stock,USA,NASDAQ,USD,Common Stock,
574,ACM,AECOM,USA,NYSE,USD,Common Stock,US00766T1007
575,ACMAX,ABSOLUTE CAPITAL DEFENDER FUND ABSOLUTE CAPITAL DEFENDER FUND CLASS A SHARES,USA,NMFQS,USD,FUND,
576,ACMB,Agro Capital Management Corp,USA,PINK,USD,Common Stock,
577,ACMC,American Church Mortgage Company,USA,PINK,USD,Common Stock,US02513P1003
578,ACMCX,CALIFORNIA MUNICIPAL PORTFOLIO AB INTERMEDIATE CALIFORNIA MUNICIPAL CLASS C,USA,NMFQS,USD,FUND,
579,ACMDX,ABSOLUTE CAPITAL DEFENDER FUND ABSOLUTE CAPITAL DEFENDER FUND INVESTOR CLASS SHARES,USA,NMFQS,USD,FUND,
580,ACMDY,Atlas Consolidated Mining and Development Corporation,USA,PINK,USD,Common Stock,
581,ACMIX,ABSOLUTE CAPITAL DEFENDER FUND ABSOLUTE CAPITAL DEFENDER FUND INSTITUTIONAL CLASS SHARES,USA,NMFQS,USD,FUND,
582,ACMLF,Ascom Holding AG,USA,OTCGREY,USD,Common Stock,
583,ACMR,ACM Research Inc,USA,NASDAQ,USD,Common Stock,US00108J1097
584,ACMSX,ARGENT SMALL CAP FUND INSTITUTIONAL SHARES,USA,NMFQS,USD,FUND,
585,ACMSY,Accustem Sciences Limited,USA,PINK,USD,Common Stock,
586,ACMT,ACMAT Corporation,USA,PINK,USD,Common Stock,US0046161081
587,ACMTA,ACMAT Corporation,USA,PINK,USD,Common Stock,US0046162071
588,ACMTX,AB ALL MARKET REAL RETURN PORTFOLIO CLASS C,USA,NMFQS,USD,FUND,
589,ACMVX,MID CAP VALUE FUND INVESTOR CLASS,USA,NMFQS,USD,FUND,US0250766542
590,ACMYX,AMERICAN BEACON MID-CAP VALUE FUND Y CLASS,USA,NMFQS,USD,FUND,US0245243086
591,ACN,Accenture plc,USA,NYSE,USD,Common Stock,IE00B4BNMY34
592,ACNB,ACNB Corporation,USA,NASDAQ,USD,Common Stock,US0008681092
